destination_wikidata_id,destination_name,osm_id,osm_type,hub_name,hub_type,iata_code,icao_code,lat,lon
Q11725,Chongqing,9436112298,node,土湾,train_station,,,29.5537972,106.4765349
Q11725,Chongqing,9436112299,node,红岩村,train_station,,,29.552701,106.4889346
Q11725,Chongqing,9436112300,node,富华路,train_station,,,29.5536958,106.4998191
Q11725,Chongqing,9436112301,node,化龙桥,train_station,,,29.5527147,106.5149021
Q11725,Chongqing,9436112302,node,李家坪,train_station,,,29.5668269,106.5173931
Q11725,Chongqing,9436112303,node,蚂蝗梁,train_station,,,29.5729093,106.5217211
Q11725,Chongqing,9436243348,node,兴科大道,train_station,,,29.6904419,106.5996978
Q11725,Chongqing,9436243349,node,宝圣湖,train_station,,,29.6810075,106.6054819
Q11725,Chongqing,9436243350,node,青岗坪,train_station,,,29.6643971,106.6131457
Q11725,Chongqing,9436243351,node,石盘河,train_station,,,29.641648,106.5938436
Q11725,Chongqing,9436243352,node,何家梁,train_station,,,29.6277522,106.5924412
Q11725,Chongqing,9436243353,node,邮轮母港,station,,,29.6231249,106.5872614
Q11725,Chongqing,9436243354,node,溉澜溪,train_station,,,29.5971402,106.5677928
Q11725,Chongqing,9436243355,node,刘家台,train_station,,,29.5756784,106.5602779
Q11725,Chongqing,9437264410,node,长河,train_station,,,29.6768826,106.6257114
Q11725,Chongqing,9454896094,node,上湾路,train_station,,,29.6528491,106.6057113
Q11725,Chongqing,9454904417,node,保税港,train_station,,,29.6194825,106.5799498
Q11725,Chongqing,9454904422,node,头塘,train_station,,,29.6110001,106.5700479
Q11725,Chongqing,9454904446,node,五里店,train_station,,,29.5886823,106.5650914
Q11725,Chongqing,9454904452,node,江北城,train_station,,,29.5786976,106.5683434
Q11725,Chongqing,9454904480,node,鲤鱼池,train_station,,,29.5758751,106.5479653
Q11725,Chongqing,9454942295,node,观音桥,train_station,,,29.5758813,106.5311917
Q11725,Chongqing,9458207874,node,沙坪坝,train_station,,,29.5574055,106.4564425
Q11725,Chongqing,9458207875,node,沙坪坝,train_station,,,29.5583958,106.4553529
Q11725,Chongqing,9466105448,node,鲤鱼池,train_station,,,29.5769053,106.5463875
Q11725,Chongqing,9466211968,node,重庆西站,train_station,,,29.5027212,106.4354993
Q11725,Chongqing,9466211969,node,巴山,train_station,,,29.5232227,106.4656975
Q11725,Chongqing,9466211970,node,凤西路,train_station,,,29.5162784,106.4501474
Q11725,Chongqing,9466211971,node,华岩寺,train_station,,,29.4967995,106.4409217
Q11725,Chongqing,9466211972,node,华成路,train_station,,,29.4828485,106.449421
Q11725,Chongqing,9466211973,node,半山,train_station,,,29.4755802,106.4464498
Q11725,Chongqing,9466211974,node,华岩中心,train_station,,,29.4317114,106.4364421
Q11725,Chongqing,9466211975,node,金建路,train_station,,,29.4451585,106.4380651
Q11725,Chongqing,9466211976,node,中梁山,train_station,,,29.4619815,106.4421415
Q11725,Chongqing,9466211977,node,石新路,train_station,,,29.5283777,106.4738327
Q11725,Chongqing,9466236598,node,五里店,train_station,,,29.5880666,106.5615791
Q11725,Chongqing,9641769818,node,小龙坎,train_station,,,29.5553601,106.4663563
Q11725,Chongqing,9693509273,node,三亚湾,train_station,,,29.6411256,106.5809663
Q11725,Chongqing,9693509274,node,民心佳园,train_station,,,29.6302181,106.5654764
Q11725,Chongqing,9693509275,node,龙头寺公园,train_station,,,29.601444,106.5469442
Q11725,Chongqing,9709069266,node,铜元局,train_station,,,29.5399886,106.5477581
Q11725,Chongqing,9794385154,node,唐家沱,train_station,,,29.6083188,106.6557311
Q11725,Chongqing,9794385155,node,太平冲,train_station,,,29.6086143,106.6378223
Q11725,Chongqing,9794408823,node,铁山坪,train_station,,,29.6166075,106.6655681
Q11725,Chongqing,9794429779,node,鹿栖,train_station,,,29.6033379,106.7122421
Q11725,Chongqing,9794429796,node,果园物流枢纽,train_station,,,29.6124152,106.7348716
Q11725,Chongqing,9794429802,node,鱼嘴,train_station,,,29.6260766,106.7585365
Q11725,Chongqing,9794429814,node,雁坪,train_station,,,29.6297193,106.7719218
Q11725,Chongqing,9794462626,node,石河清,train_station,,,29.6413874,106.795799
Q11725,Chongqing,9794462636,node,复盛,train_station,,,29.6587824,106.7964124
Q11725,Chongqing,9794606697,node,黑石子,train_station,,,29.6275795,106.6174921
Q11725,Chongqing,9794606716,node,寸滩,train_station,,,29.6246365,106.6023597
Q11725,Chongqing,9835918732,node,三板溪,train_station,,,29.6704224,106.7935735
Q11725,Chongqing,9835918739,node,龙驿大道,train_station,,,29.6927203,106.790879
Q11725,Chongqing,9835918746,node,龙兴,train_station,,,29.7042423,106.7980261
Q11725,Chongqing,9835918752,node,高石塔,train_station,,,29.7138903,106.7989383
Q11725,Chongqing,9835918759,node,普福,train_station,,,29.7306416,106.7994832
Q11725,Chongqing,9835918778,node,桐梓林,train_station,,,29.7446727,106.8113163
Q11725,Chongqing,9835918784,node,石船,train_station,,,29.7623068,106.8297611
Q11725,Chongqing,9835918797,node,黄岭,train_station,,,29.7747498,106.837488
Q11725,Chongqing,9889652819,node,小龙坎,train_station,,,29.5559946,106.4643573
Q11725,Chongqing,9929861044,node,石林寺,train_station,,,29.4068892,106.4261057
Q11725,Chongqing,9929893745,node,圣泉寺,train_station,,,29.3104231,106.2558852
Q11725,Chongqing,9929893746,node,江津高铁,train_station,,,29.3455172,106.2530759
Q11725,Chongqing,9929905028,node,九龙园,train_station,,,29.4017705,106.3508837
Q11725,Chongqing,9929915853,node,享堂,train_station,,,29.3843868,106.2579209
Q11725,Chongqing,9929915855,node,双福,train_station,,,29.4013642,106.3084048
Q11725,Chongqing,9954696071,node,鹅岭,train_station,,,29.5507912,106.5294874
Q11725,Chongqing,9954696072,node,高庙村,train_station,,,29.5387687,106.4657593
Q11725,Chongqing,9954696073,node,大坪,train_station,,,29.5433766,106.5153977
Q11725,Chongqing,9954696074,node,石油路,train_station,,,29.5409575,106.5043857
Q11725,Chongqing,9954696076,node,歇台子,train_station,,,29.5382298,106.4940914
Q11725,Chongqing,10047377279,node,仁济,train_station,,,29.5679683,106.5957094
Q11725,Chongqing,10058478065,node,长生桥,train_station,,,29.5137521,106.6541732
Q11725,Chongqing,10175559496,node,金竹,train_station,,,29.3783981,106.5201035
Q11725,Chongqing,10176244480,node,碧津,train_station,,,29.7139319,106.6287955
Q11725,Chongqing,10177654725,node,临江门,train_station,,,29.5610912,106.5711552
Q11725,Chongqing,10180068992,node,二郎,train_station,,,29.5077617,106.4582477
Q11725,Chongqing,10180119399,node,渝鲁,train_station,,,29.5981155,106.5560618
Q11725,Chongqing,10180121917,node,弹子石,train_station,,,29.5887424,106.5885402
Q11725,Chongqing,10180121928,node,涂山,train_station,,,29.5790265,106.5964152
Q11725,Chongqing,10180144456,node,凤鸣山,train_station,,,29.5268548,106.4445903
Q11725,Chongqing,10180144485,node,重庆图书馆,train_station,,,29.5348357,106.4516866
Q11725,Chongqing,10180144507,node,重庆大学,train_station,,,29.5699522,106.4596103
Q11725,Chongqing,10180186023,node,玉带山,train_station,,,29.5832191,106.4720528
Q11725,Chongqing,10180186032,node,南桥寺,train_station,,,29.5929224,106.4784868
Q79990,Christchurch,302263418,node,Glenmark,train_station,,,-43.0543902,172.7579991
Q79990,Christchurch,324789638,node,Diamond Harbour Jetty,port,,,-43.6235063,172.7368037
Q79990,Christchurch,331745400,node,Rolleston,train_station,,,-43.5887708,172.383688
Q79990,Christchurch,1573458142,node,Waipara,train_station,,,-43.0577022,172.7589289
Q79990,Christchurch,1719180193,node,Lyttelton Jetty,port,,,-43.6054748,172.7217762
Q79990,Christchurch,9536898062,node,Christchurch International Airport,bus_station,,,-43.487667,172.5418
Q79990,Christchurch,25924932,way,Former Wigram Aerodrome Apron and Taxiway,airport,,NZWG,-43.5484305,172.5515519
Q79990,Christchurch,27010262,way,West Melton Aerodrome,airport,WML,NZWL,-43.4771876,172.3950999
Q79990,Christchurch,62205815,way,Rangiora Aerodrome,airport,,NZRT,-43.2897885,172.5397536
Q79990,Christchurch,89911124,way,Christchurch,train_station,,,-43.5399181,172.6079135
Q79990,Christchurch,272516345,way,Forest Field Airfield,airport,,NZFF,-43.3831038,172.3615222
Q79990,Christchurch,272726337,way,Fernside Fields Airpark,airport,,NZFE,-43.3181232,172.5119946
Q79990,Christchurch,305108921,way,Bus Interchange,bus_station,,,-43.5347586,172.6374847
Q79990,Christchurch,306945956,way,Christchurch Airport,airport,CHC,NZCH,-43.4849688,172.5363067
Q79990,Christchurch,409627397,way,Rangiora,train_station,,,-43.3005281,172.5974848
Q79990,Christchurch,826056745,way,Metro Lounge,bus_station,,,-43.5296669,172.5994113
Q79990,Christchurch,836113813,way,Loburn Abbey Airfield,airport,,NZLA,-43.2321058,172.4909379
Q79990,Christchurch,1188513917,way,Metro Lounge,bus_station,,,-43.5300238,172.5984439
Q79990,Christchurch,1347052891,way,Tāwhaki National Aerospace Centre,airport,,NZTJ,-43.830896,172.5372584
Q43196,Cincinnati,256430335,node,Public Landing,port,,,39.096357,-84.5049915
Q43196,Cincinnati,315759029,node,Anderson Ferry,port,,,39.0716345,-84.6263071
Q43196,Cincinnati,368963413,node,Sky Hills Airport,airport,,,39.0370079,-84.1857687
Q43196,Cincinnati,368966534,node,Hallelujah Field,airport,,,39.2025664,-84.1046566
Q43196,Cincinnati,927653004,node,Anderson Ferry,port,,,39.0756729,-84.6240235
Q43196,Cincinnati,1042001879,node,Owen Air Park,airport,,,38.6227989,-84.7789001
Q43196,Cincinnati,1042002521,node,Brookville Reservoir Seaplane Base,airport,,,39.5333062,-85.0005559
Q43196,Cincinnati,1042004519,node,Madi's Meadows Airport,airport,,,38.8157877,-84.6739604
Q43196,Cincinnati,1042050570,node,Buena Vista Farm Airport,airport,,,39.3331824,-84.0723332
Q43196,Cincinnati,1042050595,node,Lost Bridge Airport,airport,,,39.1540648,-84.7801462
Q43196,Cincinnati,2189253538,node,Ft. Wright Transit Hub,bus_station,,,39.0357343,-84.53023
Q43196,Cincinnati,2202261146,node,Covington Transit Center,bus_station,,,39.088825,-84.5106095
Q43196,Cincinnati,2424813933,node,Union Township Civic Center,bus_station,,,39.0920329,-84.2757853
Q43196,Cincinnati,2433718497,node,Main Terminal,train_station,,,39.0545947,-84.6561595
Q43196,Cincinnati,2433718499,node,Concourse B,train_station,,,39.0510079,-84.656185
Q43196,Cincinnati,2433718501,node,Concourse A,train_station,,,39.0530315,-84.6561679
Q43196,Cincinnati,3141337102,node,Landing Field,airport,,,39.1140462,-84.036097
Q43196,Cincinnati,5813773276,node,Zip Line Tower,station,,,38.6224044,-84.588574
Q43196,Cincinnati,6364091068,node,Rivertown Station,train_station,,,39.3408891,-84.2679621
Q43196,Cincinnati,6364091069,node,Soak City Station,train_station,,,39.3403624,-84.2732788
Q43196,Cincinnati,6728676765,node,Zoo,bus_station,,,39.1410294,-84.5096672
Q43196,Cincinnati,6862277347,node,Oscar Event Center,train_station,,,39.3350524,-84.5246494
Q43196,Cincinnati,6965823285,node,Reed Field,airport,,,38.9071177,-84.1071507
Q43196,Cincinnati,7012717696,node,Cincinnati Union Terminal,train_station,,,39.1099541,-84.5374729
Q43196,Cincinnati,7745382127,node,The Oscar Station at Jungle Jim's,train_station,,,39.3358217,-84.5216846
Q43196,Cincinnati,11112249601,node,Gallatin County Regional Airport,airport,,,38.6791156,-84.9304987
Q43196,Cincinnati,13420323737,node,Winemiller,airport,,,39.2077564,-84.0194138
Q43196,Cincinnati,13424595238,node,Kelch Airport,airport,,,38.9750647,-84.0358641
Q43196,Cincinnati,13424746965,node,Clearwater Airpark,airport,,,39.1266065,-84.0927106
Q43196,Cincinnati,13425486364,node,Anderson Airfield,airport,,,39.5813754,-84.0926201
Q43196,Cincinnati,13425553383,node,Pfeiffer Field,airport,,,39.5222838,-84.6283719
Q43196,Cincinnati,28918312,way,Lunken Airport,airport,LUK,KLUK,39.1004656,-84.4204313
Q43196,Cincinnati,42758987,way,Government Square Transit Center,bus_station,,,39.1015452,-84.5105813
Q43196,Cincinnati,50981257,way,Cincinnati West Airport,airport,,,39.2589637,-84.7766606
Q43196,Cincinnati,71463797,way,Dayton–Wright Brothers Airport,airport,MGY,KMGY,39.5880143,-84.2237526
Q43196,Cincinnati,88146397,way,Butler County Regional Airport,airport,HAO,KHAO,39.3639161,-84.5218124
Q43196,Cincinnati,93301478,way,O’Bannon Creek Aerodrome,airport,,,39.238755,-84.1756101
Q43196,Cincinnati,93302634,way,Antique Acres Airpark,airport,,,39.2419987,-84.1016134
Q43196,Cincinnati,96792530,way,Caesar Creek Soaring Club,airport,,,39.4771346,-84.094419
Q43196,Cincinnati,107938116,way,Miami University Airport,airport,OXD,KOXD,39.5026659,-84.7840121
Q43196,Cincinnati,114503140,way,Red Stewart Airfield,airport,,,39.5056351,-84.1225778
Q43196,Cincinnati,137516388,way,Riverfront Transit Center,bus_station,,,39.0979535,-84.5121422
Q43196,Cincinnati,178538399,way,Grant County Schools Transportation & Maintenance Building,bus_station,,,38.6241433,-84.5689398
Q43196,Cincinnati,184986958,way,Warren County Airport,airport,,I68,39.461853,-84.2532041
Q43196,Cincinnati,202651213,way,Croswell Williamsburg Departure Center,bus_station,,,39.0594756,-84.0644583
Q43196,Cincinnati,210099365,way,Covington Transit Center,bus_station,,,39.0888,-84.5106115
Q43196,Cincinnati,266958413,way,Mueller Farm Airport,airport,,,38.8235211,-84.686301
Q43196,Cincinnati,339095488,way,Florence Hub,bus_station,,,38.987227,-84.6496179
Q43196,Cincinnati,465518516,way,Old Boston Airfield,airport,,,39.0279362,-84.0466602
Q43196,Cincinnati,465524031,way,Clermont County Airport,airport,,,39.0787187,-84.2092932
Q43196,Cincinnati,465537375,way,San Mar Gale Airport,airport,,,39.458309,-84.1323857
Q43196,Cincinnati,465542573,way,Middletown Regional Airport,airport,MWO,KMWO,39.5310958,-84.395327
Q43196,Cincinnati,465542862,way,Brownies Lebanon Airport,airport,,,39.3981327,-84.2048157
Q43196,Cincinnati,743546446,way,Utter Field,airport,,,38.8506349,-84.1073153
Q43196,Cincinnati,743547548,way,Boober Airport,airport,,,38.9772354,-84.2190953
Q43196,Cincinnati,760877069,way,Caintuckee Airport,airport,,,38.9343114,-84.566329
Q43196,Cincinnati,796390079,way,Gene Snyder Airport,airport,,,38.7032938,-84.3926389
Q43196,Cincinnati,824584195,way,Oakley Transit Center,bus_station,,,39.1609415,-84.4239468
Q43196,Cincinnati,896363638,way,Humphries Rotordrome,airport,,,39.0563931,-84.2043273
Q43196,Cincinnati,905135807,way,Northside Transit Center,bus_station,,,39.1595682,-84.5381529
Q43196,Cincinnati,1043755995,way,Columbia Sussex,train_station,,,39.0239928,-84.5513873
Q43196,Cincinnati,1314177540,way,Glenway Crossing Transit Center,bus_station,,,39.1303207,-84.6151732
Q43196,Cincinnati,9267410,relation,Cincinnati/Northern Kentucky International Airport,airport,CVG,KCVG,39.0498873,-84.6710798
Q42168,Clermont-Ferrand,298397050,node,Le Cendre - Orcet,train_station,,,45.7238955,3.1887405
Q42168,Clermont-Ferrand,300441313,node,Vichy,train_station,,,46.1269027,3.4308218
Q42168,Clermont-Ferrand,300455726,node,Parent - Coudes - Champeix,train_station,,,45.614286,3.2166738
Q42168,Clermont-Ferrand,345580904,node,Falaise,station,,,45.5132892,2.8528281
Q42168,Clermont-Ferrand,345580905,node,Falaise,station,,,45.5190089,2.8455834
Q42168,Clermont-Ferrand,345580917,node,Perdrix,station,,,45.512073,2.8527594
Q42168,Clermont-Ferrand,345580987,node,Bleue,station,,,45.5073622,2.8529518
Q42168,Clermont-Ferrand,429715693,node,Pontgibaud,train_station,,,45.8210006,2.8457965
Q42168,Clermont-Ferrand,541423177,node,Aulnat Aéroport,train_station,,,45.7920501,3.1614339
Q42168,Clermont-Ferrand,617636752,node,Ferrand Sud,station,,,45.5249511,2.822289
Q42168,Clermont-Ferrand,621240523,node,Le Breuil-sur-Couze,train_station,,,45.4671163,3.2621539
Q42168,Clermont-Ferrand,648575198,node,Col de Couhay,station,,,45.5167198,2.8289264
Q42168,Clermont-Ferrand,648575292,node,Perdrix 2,station,,,45.5207713,2.8310131
Q42168,Clermont-Ferrand,648575295,node,Perdrix 1,station,,,45.5207327,2.8309121
Q42168,Clermont-Ferrand,648575388,node,Paillaret 1,station,,,45.5103144,2.8413001
Q42168,Clermont-Ferrand,648575455,node,Perdrix 1,station,,,45.5132601,2.8387215
Q42168,Clermont-Ferrand,648575463,node,Perdrix 2,station,,,45.5132685,2.8387477
Q42168,Clermont-Ferrand,648575546,node,Biche,station,,,45.5126422,2.8406278
Q42168,Clermont-Ferrand,648575653,node,Perce Neige,station,,,45.5077257,2.8528919
Q42168,Clermont-Ferrand,648575659,node,Biche,station,,,45.5087131,2.852397
Q42168,Clermont-Ferrand,651539033,node,Plaine des Moutons,station,,,45.512291,2.853292
Q42168,Clermont-Ferrand,652133568,node,Petite Rouge,station,,,45.5145509,2.8506525
Q42168,Clermont-Ferrand,652133586,node,Petite Rouge,station,,,45.5135101,2.8518565
Q42168,Clermont-Ferrand,672764627,node,Salon du Capucin,train_station,,,45.5686156,2.8047852
Q42168,Clermont-Ferrand,672764628,node,Mont-Dore,train_station,,,45.5712522,2.8091913
Q42168,Clermont-Ferrand,745839212,node,Puy-Guillaume,train_station,,,45.9576682,3.4738973
Q42168,Clermont-Ferrand,837593680,node,Ferrand Nord,station,,,45.5315119,2.8193944
Q42168,Clermont-Ferrand,837593686,node,Chômets 1,station,,,45.5461695,2.8168713
Q42168,Clermont-Ferrand,837593724,node,Chômets 2,station,,,45.5468808,2.8168654
Q42168,Clermont-Ferrand,837593725,node,Tremplin,station,,,45.5376279,2.8143949
Q42168,Clermont-Ferrand,837593727,node,Plateau,station,,,45.5321888,2.8139863
Q42168,Clermont-Ferrand,837593739,node,Ferrand Nord,station,,,45.525093,2.8219005
Q42168,Clermont-Ferrand,837593741,node,Sancy,station,,,45.5325318,2.8131596
Q42168,Clermont-Ferrand,837593742,node,Val de Courre,station,,,45.5461104,2.815235
Q42168,Clermont-Ferrand,837593772,node,Tremplin,station,,,45.5457184,2.815609
Q42168,Clermont-Ferrand,837593773,node,Plateau,station,,,45.5320599,2.8186117
Q42168,Clermont-Ferrand,837593785,node,Val d'Enfer,station,,,45.5417975,2.8136676
Q42168,Clermont-Ferrand,837593789,node,Sancy,station,,,45.5416306,2.8142535
Q42168,Clermont-Ferrand,837593804,node,Dore,station,,,45.5316487,2.8230914
Q42168,Clermont-Ferrand,856807207,node,Gerzat,train_station,,,45.8333523,3.1430663
Q42168,Clermont-Ferrand,929275960,node,Val de Courre,station,,,45.5427688,2.8088283
Q42168,Clermont-Ferrand,965210874,node,Bois du Loup,station,,,45.5092321,2.8531647
Q42168,Clermont-Ferrand,965210886,node,Bois du Loup,station,,,45.5123719,2.845853
Q42168,Clermont-Ferrand,965241356,node,Débutants,station,,,45.5098027,2.8513851
Q42168,Clermont-Ferrand,965241361,node,Patinoire,station,,,45.509551,2.8536023
Q42168,Clermont-Ferrand,965241362,node,Débutants,station,,,45.5090847,2.8531099
Q42168,Clermont-Ferrand,965241371,node,Patinoire,station,,,45.5108591,2.8508815
Q42168,Clermont-Ferrand,965241374,node,Lac 1,station,,,45.5118095,2.8490732
Q42168,Clermont-Ferrand,965241375,node,Lac 1,station,,,45.5101275,2.8535374
Q42168,Clermont-Ferrand,986900929,node,Provenchère,bus_station,,,45.8426448,2.7938548
Q42168,Clermont-Ferrand,1033500839,node,Lou Petiot,station,,,45.5087742,2.8528309
Q42168,Clermont-Ferrand,1033501113,node,Lou Petiot,station,,,45.509373,2.8515189
Q42168,Clermont-Ferrand,1398590829,node,Brioude,train_station,,,45.3007046,3.3787407
Q42168,Clermont-Ferrand,1828057910,node,Pont Jacques Chirac,port,,,46.120748,3.4171051
Q42168,Clermont-Ferrand,1906980049,node,Saint-Germain-des-Fossés,train_station,,,46.2090521,3.4304262
Q42168,Clermont-Ferrand,1993059211,node,Volvic,train_station,,,45.864715,3.0031455
Q42168,Clermont-Ferrand,2173352764,node,Longes,station,,,45.5452716,2.8126574
Q42168,Clermont-Ferrand,2173352821,node,Longes,station,,,45.5511868,2.8131365
Q42168,Clermont-Ferrand,2173405149,node,Madalet 1,station,,,45.5092707,2.8408717
Q42168,Clermont-Ferrand,2173405390,node,Perdrix,station,,,45.5209972,2.8314717
Q42168,Clermont-Ferrand,2173416607,node,Perce Neige,station,,,45.5135357,2.8363995
Q42168,Clermont-Ferrand,2173425472,node,Bergerie,station,,,45.5166935,2.8417018
Q42168,Clermont-Ferrand,2351945295,node,Panoramique des Dômes - Station Haute,train_station,,,45.7708988,2.9626356
Q42168,Clermont-Ferrand,2424656316,node,Luge,station,,,45.543341,2.8129275
Q42168,Clermont-Ferrand,2424656323,node,ESF,station,,,45.5435517,2.8141916
Q42168,Clermont-Ferrand,2487106730,node,Thiers,train_station,,,45.8610502,3.5431798
Q42168,Clermont-Ferrand,2534336127,node,Brassac-les-Mines - Sainte-Florine,train_station,,,45.4140748,3.330164
Q42168,Clermont-Ferrand,2712497528,node,Bergerie,station,,,45.5184648,2.8355293
Q42168,Clermont-Ferrand,2712508630,node,Madalet 1,station,,,45.5054991,2.8522024
Q42168,Clermont-Ferrand,2712514755,node,Paillaret 1,station,,,45.5140903,2.8310321
Q42168,Clermont-Ferrand,2712540876,node,Val d'Enfer,station,,,45.5386814,2.8142325
Q42168,Clermont-Ferrand,2712542473,node,Marmottes,station,,,45.5418148,2.8135162
Q42168,Clermont-Ferrand,2712542474,node,Marmottes,station,,,45.5409939,2.8136851
Q42168,Clermont-Ferrand,2712546853,node,Pas de l'Âne,station,,,45.5309542,2.8185204
Q42168,Clermont-Ferrand,2712546854,node,Pas de l'Âne,station,,,45.5306158,2.8116082
Q42168,Clermont-Ferrand,3020202373,node,Saint-Bonnet-de-Rochefort,train_station,,,46.1483796,3.1393877
Q42168,Clermont-Ferrand,3412032614,node,Issoire,train_station,,,45.5440318,3.2539966
Q42168,Clermont-Ferrand,3462881687,node,Lapeyrouse,train_station,,,46.2267603,2.893665
Q42168,Clermont-Ferrand,3527310689,node,Clermont-La Rotonde,train_station,,,45.7680954,3.0909704
Q42168,Clermont-Ferrand,3659066686,node,Fantasticable,station,,,45.5061202,2.8586211
Q42168,Clermont-Ferrand,3659066698,node,Fantasticable,station,,,45.5173061,2.8469853
Q42168,Clermont-Ferrand,3947473631,node,Arvant,train_station,,,45.3654288,3.3104267
Q42168,Clermont-Ferrand,5050398921,node,Royat - Chamalières,train_station,,,45.7677394,3.0616243
Q42168,Clermont-Ferrand,7316888307,node,Aigueperse,train_station,,,46.0148696,3.1981096
Q42168,Clermont-Ferrand,9382635872,node,Sporting Golf,port,,,46.1261536,3.4117578
Q42168,Clermont-Ferrand,9393873319,node,Plaine des Moutons,station,,,45.5158466,2.8478864
Q42168,Clermont-Ferrand,9563598566,node,Lou Madeliot,station,,,45.5066079,2.8514917
Q42168,Clermont-Ferrand,9563598567,node,Lou Madeliot,station,,,45.5063718,2.8524756
Q42168,Clermont-Ferrand,9563598568,node,Piou Piou 1,station,,,45.5066685,2.8519343
Q42168,Clermont-Ferrand,9563598569,node,Piou Piou 1,station,,,45.5066108,2.8522176
Q42168,Clermont-Ferrand,9563598570,node,Piou Piou 2,station,,,45.5067027,2.8523474
Q42168,Clermont-Ferrand,9563598571,node,Piou Piou 2,station,,,45.5066433,2.8527344
Q42168,Clermont-Ferrand,9563598572,node,Lac 2,station,,,45.5101643,2.8535581
Q42168,Clermont-Ferrand,9563598575,node,Lac 2,station,,,45.5118224,2.8491574
Q42168,Clermont-Ferrand,9563598581,node,Paillaret 2,station,,,45.5103438,2.8413252
Q42168,Clermont-Ferrand,9563598592,node,Paillaret 2,station,,,45.5141183,2.8310733
Q42168,Clermont-Ferrand,9643581276,node,Vic-le-Comte,train_station,,,45.6649427,3.2069361
Q42168,Clermont-Ferrand,9643602787,node,Les Martres-de-Veyre,train_station,,,45.6882572,3.1933151
Q42168,Clermont-Ferrand,9954651278,node,Bellenaves,train_station,,,46.1992853,3.0665364
Q42168,Clermont-Ferrand,9954651280,node,Louroux-de-Bouble,train_station,,,46.2241391,2.9849325
Q42168,Clermont-Ferrand,9954651283,node,Gannat,train_station,,,46.0975898,3.2048522
Q42168,Clermont-Ferrand,9954919966,node,Pont-de-Dore,train_station,,,45.842782,3.4903443
Q42168,Clermont-Ferrand,10936459654,node,Clermont-Ferrand,train_station,,,45.7785851,3.1009334
Q42168,Clermont-Ferrand,11135842344,node,Sarliève - Cournon,train_station,,,45.7387684,3.1681169
Q42168,Clermont-Ferrand,11135865888,node,Vertaizon,train_station,,,45.7845524,3.2882797
Q42168,Clermont-Ferrand,11956511572,node,Embarcadère Bateau Promenade,port,,,46.1279808,3.4154306
Q42168,Clermont-Ferrand,11956511636,node,Boucle des Isles,port,,,46.1164855,3.4265042
Q42168,Clermont-Ferrand,11956512622,node,Hippodrome,port,,,46.1352105,3.4116372
Q42168,Clermont-Ferrand,11956512633,node,Rotonde,port,,,46.1277699,3.4153578
Q42168,Clermont-Ferrand,12144555005,node,Riom - Châtel-Guyon,train_station,,,45.8899872,3.1207348
Q42168,Clermont-Ferrand,13294191850,node,Lezoux,train_station,,,45.8210746,3.3858799
Q42168,Clermont-Ferrand,33170324,way,Aérodrome de Lapalisse - Périgny,airport,,LFHX,46.2530251,3.5876476
Q42168,Clermont-Ferrand,35155020,way,Gare Routière de Clermont-Ferrand,bus_station,,,45.7705822,3.082234
Q42168,Clermont-Ferrand,38196432,way,Aérodrome d'Issoire-Le-Broc,airport,,LFHA,45.5138391,3.2659629
Q42168,Clermont-Ferrand,42019327,way,Aérodrome de Vichy-Charmeil,airport,VHY,LFLV,46.1711295,3.4022257
Q42168,Clermont-Ferrand,73349277,way,Pôle Multimodal SNCF,bus_station,,,45.8903483,3.1201416
Q42168,Clermont-Ferrand,85135566,way,Pontgibaud,train_station,,,45.8209559,2.845935
Q42168,Clermont-Ferrand,137695016,way,Gare Routière de Vichy,bus_station,,,46.1246995,3.4309385
Q42168,Clermont-Ferrand,172206656,way,Aérodrome de Brioude Beaumont,airport,,LFHR,45.3206945,3.3617245
Q42168,Clermont-Ferrand,176673151,way,Halte du Collège Maurice Constantin-Weyer,bus_station,,,46.1351771,3.4530262
Q42168,Clermont-Ferrand,300487487,way,Panoramique des Dômes - Station Basse,train_station,,,45.772738,2.9876648
Q42168,Clermont-Ferrand,333818906,way,Aérodrome de Saint-Priest des Champs,airport,,,45.9599019,2.7493309
Q42168,Clermont-Ferrand,333822511,way,Aérodrome de La Rochette Sauvagnat,airport,,,45.7683076,2.6025914
Q42168,Clermont-Ferrand,333836465,way,Base ULM Saint-Julien / Sancy,airport,,,45.660974,2.6733406
Q42168,Clermont-Ferrand,345333210,way,Aéroport de Clermont-Ferrand Auvergne,airport,CFE,LFLC,45.7856874,3.172936
Q42168,Clermont-Ferrand,402732070,way,Mont-Dore Moullières,bus_station,,,45.5753617,2.807208
Q42168,Clermont-Ferrand,479854810,way,Station du Panoramique des Dômes,train_station,,,45.7706166,2.9630018
Q42168,Clermont-Ferrand,497820247,way,Arvant,train_station,,,45.3654333,3.3103963
Q42168,Clermont-Ferrand,927834034,way,Gare SNCF,bus_station,,,45.7782841,3.0988453
Q37320,Cleveland,368966552,node,Mole Airport,airport,,,41.2613374,-81.9905931
Q37320,Cleveland,368966960,node,Ingalls Airport,airport,,,41.477042,-81.4009688
Q37320,Cleveland,368968575,node,Rataiczak Airport,airport,,,41.4764413,-81.3170526
Q37320,Cleveland,2575062326,node,Lake Shore Live Steamers,train_station,,,41.6120503,-81.3325579
Q37320,Cleveland,4234225393,node,East 116th,bus_station,,,41.4844137,-81.6030357
