cluster_id,unique_id,festival_id,name_clean,name,festival_type,destination_id,destination_name,start_date,end_date
fest_Q60969574,fest_Q60969574,Q60969574,kënga magjike 2017,Kënga Magjike 2017,Festival,Q222,Albania,2017-12-06,2017-12-09
fest_Q71435666,fest_Q71435666,Q71435666,kënga magjike 2019,Kënga Magjike 2019,Festival,Q222,Albania,,
fest_Q2319714,fest_Q2319714,Q2319714,abu dhabi motor show,Abu Dhabi Motor Show,Festival,Q1519,Abu Dhabi,,
fest_Q7600800,fest_Q7600800,Q7600800,star mega jam,Star Mega Jam,Festival,Q3787,Abuja,2001-01-01,2010-01-01
fest_Q7600800,fest_Q7600800,Q7600800,star mega jam,Star Mega Jam,Festival,Q3787,Abuja,2001-01-01,2010-01-01
fest_Q7600800,fest_Q7600800,Q7600800,star mega jam,Star Mega Jam,Festival,Q3787,Abuja,2001-01-01,2010-01-01
fest_Q38236899,fest_Q38236899,Q38236899,mozilla festival,Mozilla Festival,Festival,Q727,Amsterdam,,
fest_Q38236899,fest_Q38236899,Q38236899,mozilla festival,Mozilla Festival,Festival,Q727,Amsterdam,,
fest_Q60969892,fest_Q60969892,Q60969892,kënga magjike 2018,Kënga Magjike 2018,Festival,Q222,Albania,2018-12-05,2018-12-08
fest_Q4666934,fest_Q4666934,Q4666934,aberdeen international youth festival,Aberdeen International Youth Festival,Festival,Q36405,Aberdeen,,
fest_Q3358839,fest_Q3358839,Q3358839,royal national mod,Royal National Mod,Festival,Q36405,Aberdeen,,
fest_Q3358839,fest_Q3358839,Q3358839,royal national mod,Royal National Mod,Festival,Q36405,Aberdeen,,
fest_Q28134942,fest_Q28134942,Q28134942,ozasia festival,OzAsia Festival,Festival,Q5112,Adelaide,,
fest_Q28134942,fest_Q28134942,Q28134942,ozasia festival,OzAsia Festival,Festival,Q5112,Adelaide,,
fest_Q2181135,fest_Q2181135,Q2181135,festival of fools,Festival of Fools,Festival,Q727,Amsterdam,,
fest_Q2181135,fest_Q2181135,Q2181135,festival of fools,Festival of Fools,Festival,Q727,Amsterdam,,
fest_Q23925671,fest_Q23925671,Q23925671,comiciade,Comiciade,Festival,Q1017,Aachen,,
fest_Q23925671,fest_Q23925671,Q23925671,comiciade,Comiciade,Festival,Q1017,Aachen,,
fest_Q12222274,fest_Q12222274,Q12222274,ashura in algeria,Ashura in Algeria,Festival,Q262,Algeria,,
fest_Q2207483,fest_Q2207483,Q2207483,poelifinario,Poelifinario,Festival,Q727,Amsterdam,2003-01-01,
fest_Q2207483,fest_Q2207483,Q2207483,poelifinario,Poelifinario,Festival,Q727,Amsterdam,2003-01-01,
fest_Q4982316,fest_Q4982316,Q4982316,bubonicon,Bubonicon,Festival,Q34804,Albuquerque,,
fest_Q105741210,fest_Q105741210,Q105741210,wiki loves monuments in albania kosovo,Wiki Loves Monuments in Albania & Kosovo,Festival,Q222,Albania,,
fest_Q105741210,fest_Q105741210,Q105741210,wiki loves monuments in albania kosovo,Wiki Loves Monuments in Albania & Kosovo,Festival,Q222,Albania,,
fest_Q139324332,fest_Q139324332,Q139324332,albanian diaspora summit,Albanian Diaspora Summit,Festival,Q222,Albania,,
fest_Q139324332,fest_Q139324332,Q139324332,albanian diaspora summit,Albanian Diaspora Summit,Festival,Q222,Albania,,
fest_Q16146537,fest_Q16146537,Q16146537,15th world festival of youth and students,15th World Festival of Youth and Students,Festival,Q262,Algeria,,
fest_Q112612933,fest_Q112612933,Q112612933,advention,Advention,Festival,Q5112,Adelaide,,
fest_Q112612933,fest_Q112612933,Q112612933,advention,Advention,Festival,Q5112,Adelaide,,
fest_Q23014326,fest_Q23014326,Q23014326,kënga magjike 2015,Kënga Magjike 2015,Festival,Q222,Albania,,
fest_Q1795594,fest_Q1795594,Q1795594,kënga magjike,Kënga Magjike,Festival,Q222,Albania,,
fest_Q1795594,fest_Q1795594,Q1795594,kënga magjike,Kënga Magjike,Festival,Q222,Albania,,
fest_Q1795594,fest_Q1795594,Q1795594,kënga magjike,Kënga Magjike,Festival,Q222,Albania,,
fest_Q4708969,fest_Q4708969,Q4708969,albacon,Albacon,Festival,Q24861,Albany,,
fest_Q79048068,fest_Q79048068,Q79048068,tirana book fair,Tirana Book Fair,Festival,Q222,Albania,,
fest_Q79048068,fest_Q79048068,Q79048068,tirana book fair,Tirana Book Fair,Festival,Q222,Albania,,
fest_Q20561724,fest_Q20561724,Q20561724,kult awards,Kult Awards,Festival,Q222,Albania,,
fest_Q16849154,fest_Q16849154,Q16849154,international festival of comics,International Festival of Comics,Festival,Q262,Algeria,,
fest_Q56299731,fest_Q56299731,Q56299731,kënga magjike 2016,Kënga Magjike 2016,Festival,Q222,Albania,,
fest_Q304607,fest_Q304607,Q304607,gjirokastër national folklore festival,Gjirokastër National Folklore Festival,Festival,Q222,Albania,,
fest_Q948858,fest_Q948858,Q948858,cannabis cup,Cannabis Cup,Festival,Q727,Amsterdam,,
fest_Q948858,fest_Q948858,Q948858,cannabis cup,Cannabis Cup,Festival,Q727,Amsterdam,,
fest_Q11983109,fest_Q11983109,Q11983109,danish national exhibition of 1909,Danish National Exhibition of 1909,Festival,Q25319,Aarhus,,
fest_Q11983109,fest_Q11983109,Q11983109,danish national exhibition of 1909,Danish National Exhibition of 1909,Festival,Q25319,Aarhus,,
fest_Q116767093,fest_Q116767093,Q116767093,spectra festival of light,Spectra Festival of Light,Festival,Q36405,Aberdeen,,
fest_Q26156861,fest_Q26156861,Q26156861,amsterdam light festival,Amsterdam Light Festival,Festival,Q727,Amsterdam,,
fest_Q26156861,fest_Q26156861,Q26156861,amsterdam light festival,Amsterdam Light Festival,Festival,Q727,Amsterdam,,
fest_Q138036118,fest_Q138036118,Q138036118,jouvert morning aruba,"Jouvert Morning, Aruba",Festival,Q21203,Aruba,,
fest_Q138323197,fest_Q138323197,Q138323197,grand carnival parade san nicolas,"Grand Carnival Parade, San Nicolas",Festival,Q21203,Aruba,,
fest_Q138321756,fest_Q138321756,Q138321756,lightning parade san nicolas aruba,"Lightning parade, San Nicolas Aruba",Festival,Q21203,Aruba,,
fest_Q127335869,fest_Q127335869,Q127335869,buenos aires celebra país vasco 2021,Buenos Aires Celebra País Vasco 2021,Festival,Q414,Argentina,,
fest_Q127335869,fest_Q127335869,Q127335869,buenos aires celebra país vasco 2021,Buenos Aires Celebra País Vasco 2021,Festival,Q414,Argentina,,
fest_Q25227199,fest_Q25227199,Q25227199,ultra buenos aires,Ultra Buenos Aires,Festival,Q414,Argentina,,
fest_Q108464937,fest_Q108464937,Q108464937,tempo dance festival,Tempo Dance Festival,Festival,Q37100,Auckland,,
fest_Q108464937,fest_Q108464937,Q108464937,tempo dance festival,Tempo Dance Festival,Festival,Q37100,Auckland,,
fest_Q115505283,fest_Q115505283,Q115505283,bear festivities in the pyrenees,Bear festivities in the Pyrenees,Festival,Q228,Andorra,,
fest_Q115505283,fest_Q115505283,Q115505283,bear festivities in the pyrenees,Bear festivities in the Pyrenees,Festival,Q228,Andorra,,
fest_Q130243963,fest_Q130243963,Q130243963,feira filda,Feira Filda,Festival,Q916,Angola,,
fest_Q3690905,fest_Q3690905,Q3690905,copa de competencia laf,Copa de Competencia (LAF),Festival,Q414,Argentina,,
fest_Q84045610,fest_Q84045610,Q84045610,cosquín rock 2020,Cosquín Rock 2020,Festival,Q414,Argentina,2020-02-08,2020-02-09
fest_Q17492841,fest_Q17492841,Q17492841,summer of antwerp,Summer of Antwerp,Festival,Q12892,Antwerp,,
fest_Q17492841,fest_Q17492841,Q17492841,summer of antwerp,Summer of Antwerp,Festival,Q12892,Antwerp,,
fest_Q16491950,fest_Q16491950,Q16491950,national day of tango,National Day of Tango,Festival,Q414,Argentina,,
fest_Q5787759,fest_Q5787759,Q5787759,copa general pedro ramírez,Copa General Pedro Ramírez,Festival,Q414,Argentina,,
fest_Q3690900,fest_Q3690900,Q3690900,copa de competencia aamf,Copa de Competencia (AAmF),Festival,Q414,Argentina,,
fest_Q19799894,fest_Q19799894,Q19799894,census in argentina,census in Argentina,Festival,Q414,Argentina,,
fest_Q24057155,fest_Q24057155,Q24057155,pepsi music 2013,Pepsi Music 2013,Festival,Q414,Argentina,,
fest_Q127328811,fest_Q127328811,Q127328811,buenos aires celebra país vasco,Buenos Aires Celebra País Vasco,Festival,Q414,Argentina,,
fest_Q127328811,fest_Q127328811,Q127328811,buenos aires celebra país vasco,Buenos Aires Celebra País Vasco,Festival,Q414,Argentina,,
fest_Q7565949,fest_Q7565949,Q7565949,south american business forum,South American Business Forum,Festival,Q414,Argentina,2004-01-01,
fest_Q76763282,fest_Q76763282,Q76763282,2019 argentina presidential debates,2019 Argentina presidential debates,Festival,Q414,Argentina,,
fest_Q4985521,fest_Q4985521,Q4985521,buenos aires fashion week,Buenos Aires Fashion Week,Festival,Q414,Argentina,2001-01-01,
fest_Q139807837,fest_Q139807837,Q139807837,madrid economic forum,Madrid Economic Forum,Festival,Q228,Andorra,,
fest_Q96622031,fest_Q96622031,Q96622031,wiki loves folklore,Wiki Loves Folklore,Festival,Q414,Argentina,,
fest_Q96622031,fest_Q96622031,Q96622031,wiki loves folklore,Wiki Loves Folklore,Festival,Q414,Argentina,,
fest_Q96622031,fest_Q96622031,Q96622031,wiki loves folklore,Wiki Loves Folklore,Festival,Q414,Argentina,,
fest_Q96622031,fest_Q96622031,Q96622031,wiki loves folklore,Wiki Loves Folklore,Festival,Q414,Argentina,,
fest_Q96622031,fest_Q96622031,Q96622031,wiki loves folklore,Wiki Loves Folklore,Festival,Q414,Argentina,,
fest_Q96622031,fest_Q96622031,Q96622031,wiki loves folklore,Wiki Loves Folklore,Festival,Q414,Argentina,,
fest_Q96622031,fest_Q96622031,Q96622031,wiki loves folklore,Wiki Loves Folklore,Festival,Q414,Argentina,,
fest_Q96622031,fest_Q96622031,Q96622031,wiki loves folklore,Wiki Loves Folklore,Festival,Q414,Argentina,,
fest_Q96622031,fest_Q96622031,Q96622031,wiki loves folklore,Wiki Loves Folklore,Festival,Q414,Argentina,,
fest_Q96622031,fest_Q96622031,Q96622031,wiki loves folklore,Wiki Loves Folklore,Festival,Q414,Argentina,,
fest_Q96622031,fest_Q96622031,Q96622031,wiki loves folklore,Wiki Loves Folklore,Festival,Q414,Argentina,,
fest_Q96622031,fest_Q96622031,Q96622031,wiki loves folklore,Wiki Loves Folklore,Festival,Q414,Argentina,,
fest_Q96622031,fest_Q96622031,Q96622031,wiki loves folklore,Wiki Loves Folklore,Festival,Q414,Argentina,,
fest_Q96622031,fest_Q96622031,Q96622031,wiki loves folklore,Wiki Loves Folklore,Festival,Q414,Argentina,,
fest_Q96622031,fest_Q96622031,Q96622031,wiki loves folklore,Wiki Loves Folklore,Festival,Q414,Argentina,,
fest_Q96622031,fest_Q96622031,Q96622031,wiki loves folklore,Wiki Loves Folklore,Festival,Q414,Argentina,,
fest_Q96622031,fest_Q96622031,Q96622031,wiki loves folklore,Wiki Loves Folklore,Festival,Q414,Argentina,,
fest_Q96622031,fest_Q96622031,Q96622031,wiki loves folklore,Wiki Loves Folklore,Festival,Q414,Argentina,,
fest_Q96622031,fest_Q96622031,Q96622031,wiki loves folklore,Wiki Loves Folklore,Festival,Q414,Argentina,,
fest_Q96622031,fest_Q96622031,Q96622031,wiki loves folklore,Wiki Loves Folklore,Festival,Q414,Argentina,,
fest_Q96622031,fest_Q96622031,Q96622031,wiki loves folklore,Wiki Loves Folklore,Festival,Q414,Argentina,,
fest_Q96622031,fest_Q96622031,Q96622031,wiki loves folklore,Wiki Loves Folklore,Festival,Q414,Argentina,,
fest_Q96622031,fest_Q96622031,Q96622031,wiki loves folklore,Wiki Loves Folklore,Festival,Q414,Argentina,,
fest_Q97461264,fest_Q97461264,Q97461264,copa confraternidad iberoamericana,Copa Confraternidad Iberoamericana,Festival,Q414,Argentina,1964-01-01,1965-01-01
fest_Q5996078,fest_Q5996078,Q5996078,marchas de la resistencia,Marchas de la Resistencia,Festival,Q414,Argentina,2015-12-10,2006-01-26
fest_Q121301318,fest_Q121301318,Q121301318,new year in armenia,New Year in Armenia,Event,Q399,Armenia,,
fest_Q1130500,fest_Q1130500,Q1130500,tie cup,Tie Cup,Festival,Q414,Argentina,,
fest_Q134316570,fest_Q134316570,Q134316570,printopia,Printopia,Festival,Q37100,Auckland,,
fest_Q134316570,fest_Q134316570,Q134316570,printopia,Printopia,Festival,Q37100,Auckland,,
fest_Q6343954,fest_Q6343954,Q6343954,pepsi music 2006,Pepsi Music 2006,Festival,Q414,Argentina,,
fest_Q22082577,fest_Q22082577,Q22082577,copa mariano reyna,Copa Mariano Reyna,Festival,Q414,Argentina,,
fest_Q24057022,fest_Q24057022,Q24057022,pepsi music 2011,Pepsi Music 2011,Festival,Q414,Argentina,,
fest_Q6343952,fest_Q6343952,Q6343952,pepsi music 2005,Pepsi Music 2005,Festival,Q414,Argentina,,
fest_Q127329161,fest_Q127329161,Q127329161,buenos aires celebra país vasco 2011,Buenos Aires Celebra País Vasco 2011,Festival,Q414,Argentina,,
fest_Q127329161,fest_Q127329161,Q127329161,buenos aires celebra país vasco 2011,Buenos Aires Celebra País Vasco 2011,Festival,Q414,Argentina,,
fest_Q6343959,fest_Q6343959,Q6343959,pepsi music 2009,Pepsi Music 2009,Festival,Q414,Argentina,,
fest_Q127329167,fest_Q127329167,Q127329167,buenos aires celebra país vasco 2012,Buenos Aires Celebra País Vasco 2012,Festival,Q414,Argentina,,
fest_Q127329167,fest_Q127329167,Q127329167,buenos aires celebra país vasco 2012,Buenos Aires Celebra País Vasco 2012,Festival,Q414,Argentina,,
fest_Q127329467,fest_Q127329467,Q127329467,buenos aires celebra país vasco 2017,Buenos Aires Celebra País Vasco 2017,Festival,Q414,Argentina,,
fest_Q127329467,fest_Q127329467,Q127329467,buenos aires celebra país vasco 2017,Buenos Aires Celebra País Vasco 2017,Festival,Q414,Argentina,,
fest_Q6343956,fest_Q6343956,Q6343956,pepsi music 2007,Pepsi Music 2007,Festival,Q414,Argentina,,
fest_Q20313154,fest_Q20313154,Q20313154,atlanta fantasy fair,Atlanta Fantasy Fair,Festival,Q23556,Atlanta,,
fest_Q19413530,fest_Q19413530,Q19413530,ushuaia loppet,Ushuaia Loppet,Festival,Q414,Argentina,,
fest_Q6343957,fest_Q6343957,Q6343957,pepsi music 2008,Pepsi Music 2008,Festival,Q414,Argentina,,
fest_Q112615789,fest_Q112615789,Q112615789,asficon,ASFiCon,Festival,Q23556,Atlanta,,
fest_Q7170506,fest_Q7170506,Q7170506,personal fest,Personal Fest,Festival,Q414,Argentina,,
fest_Q96392358,fest_Q96392358,Q96392358,rosario-santa fe,Rosario-Santa Fe,Festival,Q414,Argentina,,
fest_Q13052112,fest_Q13052112,Q13052112,agra hadig,Agra Hadig,Event,Q399,Armenia,,
fest_Q6343960,fest_Q6343960,Q6343960,pepsi music 2010,Pepsi Music 2010,Festival,Q414,Argentina,,
fest_Q5058966,fest_Q5058966,Q5058966,census in armenia,Census in Armenia,Festival,Q399,Armenia,1926-01-01,
fest_Q6343964,fest_Q6343964,Q6343964,pepsi music 2012,Pepsi Music 2012,Festival,Q414,Argentina,,
fest_Q125599959,fest_Q125599959,Q125599959,buenos aires trap,Buenos Aires Trap,Festival,Q414,Argentina,,
fest_Q125599959,fest_Q125599959,Q125599959,buenos aires trap,Buenos Aires Trap,Festival,Q414,Argentina,,
fest_Q56319324,fest_Q56319324,Q56319324,cosquín rock 2019,Cosquín Rock 2019,Festival,Q414,Argentina,,
fest_Q5787592,fest_Q5787592,Q5787592,copa de competencia británica,Copa de Competencia Británica,Festival,Q414,Argentina,,
fest_Q135233603,fest_Q135233603,Q135233603,argentine figure skating championships,Argentine Figure Skating Championships,Festival,Q414,Argentina,,
fest_Q127329181,fest_Q127329181,Q127329181,buenos aires celebra país vasco 2014,Buenos Aires Celebra País Vasco 2014,Festival,Q414,Argentina,,
fest_Q127329181,fest_Q127329181,Q127329181,buenos aires celebra país vasco 2014,Buenos Aires Celebra País Vasco 2014,Festival,Q414,Argentina,,
fest_Q127333532,fest_Q127333532,Q127333532,buenos aires celebra país vasco 2019,Buenos Aires Celebra País Vasco 2019,Festival,Q414,Argentina,,
fest_Q127333532,fest_Q127333532,Q127333532,buenos aires celebra país vasco 2019,Buenos Aires Celebra País Vasco 2019,Festival,Q414,Argentina,,
fest_Q20807227,fest_Q20807227,Q20807227,copa de competencia la nación,Copa de Competencia La Nación,Festival,Q414,Argentina,,
fest_Q132291574,fest_Q132291574,Q132291574,collaborative photo shootscarnabarriales,Collaborative photo shoots:Carnabarriales,Festival,Q414,Argentina,,
fest_Q4653945,fest_Q4653945,Q4653945,art athina,ART ATHINA,Festival,Q1524,Athens,,
fest_Q1993348,fest_Q1993348,Q1993348,oti festival 1980,OTI Festival 1980,Festival,Q414,Argentina,,
fest_Q609550,fest_Q609550,Q609550,copa beccar varela,Copa Beccar Varela,Festival,Q414,Argentina,,
fest_Q127329193,fest_Q127329193,Q127329193,buenos aires celebra país vasco 2015,Buenos Aires Celebra País Vasco 2015,Festival,Q414,Argentina,,
fest_Q127329193,fest_Q127329193,Q127329193,buenos aires celebra país vasco 2015,Buenos Aires Celebra País Vasco 2015,Festival,Q414,Argentina,,
fest_Q138172086,fest_Q138172086,Q138172086,european industry summit,European Industry Summit,Festival,Q12892,Antwerp,,
fest_Q138172086,fest_Q138172086,Q138172086,european industry summit,European Industry Summit,Festival,Q12892,Antwerp,,
fest_Q5168211,fest_Q5168211,Q5168211,copa premier honor argentino,Copa Premier Honor Argentino,Festival,Q414,Argentina,,
fest_Q1836480,fest_Q1836480,Q1836480,copa de honor municipalidad de buenos aires,Copa de Honor Municipalidad de Buenos Aires,Festival,Q414,Argentina,,
fest_Q21605520,fest_Q21605520,Q21605520,fiesta de la navidad en capioví,Fiesta de la Navidad en Capioví,Event,Q414,Argentina,,
fest_Q5861655,fest_Q5861655,Q5861655,national rice festival,National Rice Festival,Event,Q414,Argentina,,
fest_Q127331152,fest_Q127331152,Q127331152,buenos aires celebra país vasco 2018,Buenos Aires Celebra País Vasco 2018,Festival,Q414,Argentina,,
fest_Q127331152,fest_Q127331152,Q127331152,buenos aires celebra país vasco 2018,Buenos Aires Celebra País Vasco 2018,Festival,Q414,Argentina,,
fest_Q20011195,fest_Q20011195,Q20011195,plisskën festival,Plisskën Festival,Festival,Q1524,Athens,,
fest_Q130282561,fest_Q130282561,Q130282561,address to the nation of the president of kazakhstan,Address to the Nation of the President of Kazakhstan,Festival,Q1520,Astana,,
fest_Q130282561,fest_Q130282561,Q130282561,address to the nation of the president of kazakhstan,Address to the Nation of the President of Kazakhstan,Festival,Q1520,Astana,,
fest_Q21451634,fest_Q21451634,Q21451634,festival mastai,Festival MASTAI,Festival,Q414,Argentina,,
fest_Q21059662,fest_Q21059662,Q21059662,argentina presidential election debates 2015,"Argentina presidential election debates, 2015",Festival,Q414,Argentina,,
fest_Q83649221,fest_Q83649221,Q83649221,festival internacional de pallasses,Festival Internacional de Pallasses,Festival,Q228,Andorra,,
fest_Q127337171,fest_Q127337171,Q127337171,buenos aires celebra país vasco 2023,Buenos Aires Celebra País Vasco 2023,Festival,Q414,Argentina,,
fest_Q127337171,fest_Q127337171,Q127337171,buenos aires celebra país vasco 2023,Buenos Aires Celebra País Vasco 2023,Festival,Q414,Argentina,,
fest_Q125257928,fest_Q125257928,Q125257928,wikiherramientas,Wikiherramientas,Festival,Q414,Argentina,2022-04-26,
fest_Q7142119,fest_Q7142119,Q7142119,pasifika festival,Pasifika Festival,Festival,Q37100,Auckland,,
fest_Q7142119,fest_Q7142119,Q7142119,pasifika festival,Pasifika Festival,Festival,Q37100,Auckland,,
fest_Q16272148,fest_Q16272148,Q16272148,areni wine festival,Areni wine festival,Festival,Q399,Armenia,,
fest_Q5938034,fest_Q5938034,Q5938034,leyendas,Leyendas,Festival,Q414,Argentina,1999-01-01,
fest_Q136756111,fest_Q136756111,Q136756111,argentine biological anthropology conference,Argentine Biological Anthropology Conference,Festival,Q414,Argentina,,
fest_Q109484558,fest_Q109484558,Q109484558,wiki loves monuments in armenia,Wiki Loves Monuments in Armenia,Festival,Q399,Armenia,,
fest_Q116766836,fest_Q116766836,Q116766836,armcon,ArmCon,Festival,Q399,Armenia,,
fest_Q1799109,fest_Q1799109,Q1799109,la rural exhibition argentina,La Rural Exhibition Argentina,Festival,Q414,Argentina,,
fest_Q127329387,fest_Q127329387,Q127329387,buenos aires celebra país vasco 2016,Buenos Aires Celebra País Vasco 2016,Festival,Q414,Argentina,,
fest_Q127329387,fest_Q127329387,Q127329387,buenos aires celebra país vasco 2016,Buenos Aires Celebra País Vasco 2016,Festival,Q414,Argentina,,
fest_Q127334784,fest_Q127334784,Q127334784,buenos aires celebra país vasco 2020,Buenos Aires Celebra País Vasco 2020,Festival,Q414,Argentina,,
fest_Q127334784,fest_Q127334784,Q127334784,buenos aires celebra país vasco 2020,Buenos Aires Celebra País Vasco 2020,Festival,Q414,Argentina,,
fest_Q106034463,fest_Q106034463,Q106034463,ball de l'ossa of encamp,Ball de l'ossa of Encamp,Event,Q228,Andorra,,
fest_Q1133236,fest_Q1133236,Q1133236,flisol,FLISOL,Festival,Q414,Argentina,,
fest_Q1133236,fest_Q1133236,Q1133236,flisol,FLISOL,Festival,Q414,Argentina,,
fest_Q1133236,fest_Q1133236,Q1133236,flisol,FLISOL,Festival,Q414,Argentina,,
fest_Q1133236,fest_Q1133236,Q1133236,flisol,FLISOL,Festival,Q414,Argentina,,
fest_Q1133236,fest_Q1133236,Q1133236,flisol,FLISOL,Festival,Q414,Argentina,,
fest_Q1133236,fest_Q1133236,Q1133236,flisol,FLISOL,Festival,Q414,Argentina,,
fest_Q1133236,fest_Q1133236,Q1133236,flisol,FLISOL,Festival,Q414,Argentina,,
fest_Q1133236,fest_Q1133236,Q1133236,flisol,FLISOL,Festival,Q414,Argentina,,
fest_Q1133236,fest_Q1133236,Q1133236,flisol,FLISOL,Festival,Q414,Argentina,,
fest_Q1133236,fest_Q1133236,Q1133236,flisol,FLISOL,Festival,Q414,Argentina,,
fest_Q1133236,fest_Q1133236,Q1133236,flisol,FLISOL,Festival,Q414,Argentina,,
fest_Q53426517,fest_Q53426517,Q53426517,5th birthday of wikimedia armenia,5th birthday of Wikimedia Armenia,Event,Q399,Armenia,,
fest_Q1001834,fest_Q1001834,Q1001834,buenos aires jazz festival,Buenos Aires Jazz Festival,Festival,Q414,Argentina,,
fest_Q100740692,fest_Q100740692,Q100740692,national day for the right to identity,National Day for the Right to Identity,Festival,Q414,Argentina,,
fest_Q16567719,fest_Q16567719,Q16567719,fiesta nacional del durazno,Fiesta NACIONAL DEL DURAZNO.,Event,Q414,Argentina,,
fest_Q4816156,fest_Q4816156,Q4816156,atlanta streets alive,Atlanta Streets Alive,Festival,Q23556,Atlanta,,
fest_Q48782022,fest_Q48782022,Q48782022,cosquín rock 2018,Cosquín Rock 2018,Festival,Q414,Argentina,,
fest_Q5305076,fest_Q5305076,Q5305076,dragon con,Dragon Con,Festival,Q23556,Atlanta,,
fest_Q4071451,fest_Q4071451,Q4071451,kha b'nissan,Kha b'Nissan,Event,Q399,Armenia,,
fest_Q4071451,fest_Q4071451,Q4071451,kha b'nissan,Kha b'Nissan,Event,Q399,Armenia,,
fest_Q4071451,fest_Q4071451,Q4071451,kha b'nissan,Kha b'Nissan,Event,Q399,Armenia,,
fest_Q4071451,fest_Q4071451,Q4071451,kha b'nissan,Kha b'Nissan,Event,Q399,Armenia,,
fest_Q133444005,fest_Q133444005,Q133444005,dolma festival in armenia 2015,Dolma Festival in Armenia 2015,Festival,Q399,Armenia,,
fest_Q65225643,fest_Q65225643,Q65225643,yerevan wine days,Yerevan Wine Days,Festival,Q399,Armenia,,
fest_Q65225643,fest_Q65225643,Q65225643,yerevan wine days,Yerevan Wine Days,Festival,Q399,Armenia,,
fest_Q6276334,fest_Q6276334,Q6276334,jordancon,JordanCon,Festival,Q23556,Atlanta,,
fest_Q5445726,fest_Q5445726,Q5445726,festival nacional del cabrito,Festival Nacional del Cabrito,Festival,Q414,Argentina,,
fest_Q127336311,fest_Q127336311,Q127336311,buenos aires celebra país vasco 2022,Buenos Aires Celebra País Vasco 2022,Festival,Q414,Argentina,,
fest_Q127336311,fest_Q127336311,Q127336311,buenos aires celebra país vasco 2022,Buenos Aires Celebra País Vasco 2022,Festival,Q414,Argentina,,
fest_Q111363084,fest_Q111363084,Q111363084,wiki loves monuments in aruba,Wiki Loves Monuments in Aruba,Festival,Q21203,Aruba,,
fest_Q21044497,fest_Q21044497,Q21044497,summer solstice fire festivals in the pyrenees,Summer solstice fire festivals in the Pyrenees,Event,Q228,Andorra,,
fest_Q21044497,fest_Q21044497,Q21044497,summer solstice fire festivals in the pyrenees,Summer solstice fire festivals in the Pyrenees,Event,Q228,Andorra,,
fest_Q6897370,fest_Q6897370,Q6897370,momocon,MomoCon,Festival,Q23556,Atlanta,,
fest_Q17631763,fest_Q17631763,Q17631763,torneo internacional nocturno rioplatense,Torneo Internacional Nocturno Rioplatense,Festival,Q414,Argentina,,
fest_Q1129940,fest_Q1129940,Q1129940,copa aldao,Copa Aldao,Festival,Q414,Argentina,,
fest_Q121262925,fest_Q121262925,Q121262925,celebration of musa ler,Celebration of Musa Ler,Event,Q399,Armenia,,
fest_Q1241933,fest_Q1241933,Q1241933,donnerstagsdemonstrationen,Donnerstagsdemonstrationen,Festival,Q40,Austria,,
fest_Q124808386,fest_Q124808386,Q124808386,south by southwest 1992,South by Southwest 1992,Festival,Q16559,Austin,,
fest_Q124808387,fest_Q124808387,Q124808387,south by southwest 1993,South by Southwest 1993,Festival,Q16559,Austin,,
fest_Q124808384,fest_Q124808384,Q124808384,south by southwest 1990,South by Southwest 1990,Festival,Q16559,Austin,,
fest_Q124808385,fest_Q124808385,Q124808385,south by southwest 1991,South by Southwest 1991,Festival,Q16559,Austin,,
fest_Q124808390,fest_Q124808390,Q124808390,south by southwest 1996,South by Southwest 1996,Festival,Q16559,Austin,,
fest_Q4852748,fest_Q4852748,Q4852748,balticon,Balticon,Festival,Q5092,Baltimore,,
fest_Q111966898,fest_Q111966898,Q111966898,act performance art festival 2017 bern,"ACT Performance Art Festival 2017, Bern",Festival,Q78,Basel,,
fest_Q111966898,fest_Q111966898,Q111966898,act performance art festival 2017 bern,"ACT Performance Art Festival 2017, Bern",Festival,Q78,Basel,,
fest_Q124808391,fest_Q124808391,Q124808391,south by southwest 1997,South by Southwest 1997,Festival,Q16559,Austin,,
fest_Q47118668,fest_Q47118668,Q47118668,musikprotokoll,Musikprotokoll,Festival,Q40,Austria,,
fest_Q124808388,fest_Q124808388,Q124808388,south by southwest 1994,South by Southwest 1994,Festival,Q16559,Austin,,
fest_Q4792537,fest_Q4792537,Q4792537,armadillocon,ArmadilloCon,Festival,Q16559,Austin,,
fest_Q124808389,fest_Q124808389,Q124808389,south by southwest 1995,South by Southwest 1995,Festival,Q16559,Austin,,
fest_Q2585452,fest_Q2585452,Q2585452,wir sind wienfestival der bezirke,Wir sind Wien.Festival der Bezirke,Festival,Q40,Austria,,
fest_Q2585452,fest_Q2585452,Q2585452,wir sind wienfestival der bezirke,Wir sind Wien.Festival der Bezirke,Festival,Q40,Austria,,
fest_Q59617928,fest_Q59617928,Q59617928,bludenzer tage zeitgemäßer musik,Bludenzer Tage zeitgemäßer Musik,Festival,Q40,Austria,,
fest_Q111966451,fest_Q111966451,Q111966451,act performance art festival 2021 basel,"ACT Performance Art Festival 2021, Basel",Festival,Q78,Basel,,
fest_Q111966451,fest_Q111966451,Q111966451,act performance art festival 2021 basel,"ACT Performance Art Festival 2021, Basel",Festival,Q78,Basel,,
fest_Q124808394,fest_Q124808394,Q124808394,south by southwest 1999,South by Southwest 1999,Festival,Q16559,Austin,,
